raw_id,item_name,item_cost,item_style,item_room_type,item_indoor_outdoor,material_sustainability_score,climate_suitability,user_budget,user_preferred_style,user_preferred_room_type,user_indoor_outdoor,user_climate_type
1932,Low-VOC Adhesives for Flooring,57,Rustic,Kitchen,Indoor,6,Dry,64,Rustic,Living Room,Indoor,Humid
1933,Bamboo Bathroom Vanity Accessories Set,51,Traditional,Bathroom,Indoor,7,Humid,63,Traditional,Kitchen,Indoor,Cold
1934,Bamboo Flooring Sheets,19,Modern,Living Room,Indoor,8,Humid,60,Traditional,Garden,Outdoor,Cold
1935,Hempcrete Wall Fillings,130,Traditional,Dining Room,Indoor,6,Dry,238,Modern,Kitchen,Indoor,Cold
1936,Solar Ventilation Fans,79,Rustic,Bathroom,Indoor,8,Humid,135,Modern,Living Room,Indoor,Dry
1937,Bamboo Solar Lanterns,41,Traditional,Living Room,Indoor,7,Dry,105,Traditional,Garden,Outdoor,Humid
1938,Upcycled pallet garden furniture,6,Modern,Garden,Outdoor,7,Dry,51,Modern,Living Room,Indoor,Humid
1939,Bamboo Fiber Wall Panels,23,Traditional,Patio,Outdoor,8,Dry,58,Rustic,Garden,Outdoor,Dry
1940,Sustainable Cork Underlay for Flooring,63,Rustic,Living Room,Indoor,8,Cold,83,Modern,Kitchen,Indoor,Humid
1941,Organic Latex Mattress for Renovation,284,Modern,Bedroom,Indoor,9,Dry,440,Rustic,Living Room,Indoor,Dry
1942,Natural Wool Area Rugs,80,Traditional,Living Room,Indoor,8,Cold,86,Traditional,Dining Room,Indoor,Humid
1943,Natural Wool Carpets,166,Traditional,Bedroom,Indoor,9,Humid,202,Rustic,Living Room,Indoor,Humid
1944,Cork Underlay for Floors,29,Rustic,Patio,Outdoor,6,Cold,59,Traditional,Bedroom,Indoor,Dry
1945,Bamboo Fiber Flooring,15,Traditional,Bathroom,Indoor,7,Dry,54,Modern,Living Room,Indoor,Cold
1946,Low-energy LED pendant lights,47,Rustic,Bedroom,Indoor,8,Humid,179,Traditional,Kitchen,Indoor,Cold
1947,Solar-Powered Garden Lightings,11,Modern,Garden,Outdoor,6,Humid,52,Rustic,Bedroom,Indoor,Dry
1948,Upcycled glass window panes,47,Rustic,Kitchen,Indoor,9,Dry,55,Modern,Garden,Outdoor,Cold
1949,Recycled Glass Solar Pathway Stones,138,Traditional,Living Room,Indoor,7,Humid,204,Traditional,Bedroom,Indoor,Dry
1950,Low-VOC natural latex paint,19,Traditional,Bathroom,Indoor,7,Dry,62,Traditional,Dining Room,Indoor,Cold
1951,Recycled Glass Bottle Chandelier,72,Modern,Kitchen,Indoor,5,Cold,120,Traditional,Kitchen,Indoor,Cold
1952,Cork wall panels,36,Traditional,Bedroom,Indoor,6,Cold,57,Modern,Dining Room,Indoor,Dry
1953,Reclaimed wood ceiling panels,45,Modern,Garden,Outdoor,7,Humid,82,Traditional,Living Room,Indoor,Cold
1954,Reclaimed wood cabinet handles,16,Rustic,Bathroom,Indoor,4,Humid,53,Rustic,Bathroom,Indoor,Cold
1955,Recycled Glass Solar Pathway Lights,136,Modern,Living Room,Indoor,7,Cold,279,Traditional,Dining Room,Indoor,Cold
1956,Upcycled metal roofing panels,54,Traditional,Living Room,Indoor,7,Dry,168,Modern,Bathroom,Indoor,Cold
1957,Organic Cotton Upholstery,264,Modern,Kitchen,Indoor,6,Dry,725,Traditional,Kitchen,Indoor,Humid
1958,Recycled Plastic Bathroom Storage Bins,40,Traditional,Bathroom,Indoor,7,Humid,62,Modern,Garden,Outdoor,Dry
1959,Reclaimed wood flooring tiles,52,Rustic,Dining Room,Indoor,10,Humid,78,Modern,Kitchen,Indoor,Humid
1960,Recycled Glass Bottle Wall Art,36,Traditional,Bedroom,Indoor,5,Humid,64,Traditional,Bedroom,Indoor,Humid
1961,Low-VOC Paints,40,Modern,Bathroom,Indoor,10,Cold,106,Rustic,Bathroom,Indoor,Humid
1962,Biodegradable Plant-Based Insulation,58,Traditional,Living Room,Indoor,6,Humid,82,Rustic,Bedroom,Indoor,Humid
1963,Recycled Pallet Garden Edging,7,Rustic,Garden,Outdoor,5,Humid,52,Modern,Bedroom,Indoor,Humid
1964,Organic Cotton Curtain Fabric,14,Traditional,Bedroom,Indoor,5,Humid,53,Modern,Bathroom,Indoor,Dry
1965,Eco-friendly wool carpeting,98,Modern,Bedroom,Indoor,5,Dry,140,Rustic,Patio,Outdoor,Cold
1966,Eco-friendly Cork Flooring Tiles,50,Modern,Kitchen,Indoor,6,Dry,143,Rustic,Bedroom,Indoor,Dry
1967,Soy-Based Insulation Boards,15,Rustic,Bathroom,Indoor,6,Dry,58,Traditional,Dining Room,Indoor,Cold
1968,Low-VOC soy-based paint,19,Modern,Bedroom,Indoor,7,Dry,60,Traditional,Bathroom,Indoor,Cold
1969,Organic wool insulation,29,Traditional,Bathroom,Indoor,6,Humid,67,Modern,Patio,Outdoor,Humid
1970,Compostable Biodegradable Kitchen Countertops,39,Modern,Living Room,Indoor,6,Cold,55,Modern,Garden,Outdoor,Humid
1971,Salvaged Glass Door Panels,29,Rustic,Living Room,Indoor,4,Humid,56,Rustic,Bathroom,Indoor,Humid
1972,Upcycled Wooden Shelving,124,Traditional,Bedroom,Indoor,7,Dry,335,Traditional,Garden,Outdoor,Cold
1973,Vegan Leather Cabinet Handles,8,Rustic,Bathroom,Indoor,7,Dry,51,Rustic,Bedroom,Indoor,Cold
1974,Reclaimed Wood Bathroom Vanity Cabinet,62,Traditional,Bathroom,Indoor,8,Humid,95,Rustic,Kitchen,Indoor,Humid
1975,Eco-friendly cork ceiling tiles,12,Modern,Bathroom,Indoor,8,Cold,55,Traditional,Patio,Outdoor,Dry
1976,Handmade Recycled Metal Chandeliers,141,Rustic,Living Room,Indoor,6,Humid,162,Traditional,Bedroom,Indoor,Dry
1977,Naturally dyed wool rugs,46,Traditional,Bedroom,Indoor,8,Cold,51,Rustic,Patio,Outdoor,Humid
1978,Organic wool area rugs,174,Rustic,Bedroom,Indoor,8,Humid,476,Modern,Living Room,Indoor,Cold
1979,Organic Wool Carpet Tiles,10,Rustic,Garden,Outdoor,10,Humid,57,Rustic,Kitchen,Indoor,Cold
1980,Bamboo Solar Lanterns,136,Rustic,Bedroom,Indoor,8,Cold,188,Traditional,Dining Room,Indoor,Dry
1981,Plant-based biodegradable paint,26,Modern,Dining Room,Indoor,10,Humid,60,Traditional,Living Room,Indoor,Cold
1982,Cork flooring from sustainable forests,10,Modern,Garden,Outdoor,5,Dry,53,Traditional,Living Room,Indoor,Humid
1983,Natural Fiber Woven Bath Mat,32,Traditional,Bathroom,Indoor,8,Dry,52,Rustic,Bathroom,Indoor,Cold
1984,Recycled metal roof panels,67,Traditional,Living Room,Indoor,8,Dry,172,Rustic,Garden,Outdoor,Dry
1985,Plant-Based Linoleum Flooring,48,Rustic,Bedroom,Indoor,7,Humid,167,Modern,Kitchen,Indoor,Humid
1986,Low-Energy LED Solar Path Lights,125,Modern,Dining Room,Indoor,6,Humid,327,Modern,Bathroom,Indoor,Cold
1987,Organic bamboo insulation rolls,10,Modern,Kitchen,Indoor,7,Humid,51,Traditional,Patio,Outdoor,Dry
1988,Cork Flooring Tiles,19,Rustic,Kitchen,Indoor,7,Humid,60,Modern,Bedroom,Indoor,Cold
1989,Organic Cotton Wall Insulation,33,Modern,Kitchen,Indoor,8,Cold,82,Traditional,Garden,Outdoor,Cold
1990,Organic bamboo flooring,57,Traditional,Living Room,Indoor,6,Humid,158,Modern,Bedroom,Indoor,Dry
1991,Reclaimed Brick Facade Panels,20,Modern,Garden,Outdoor,5,Cold,51,Modern,Bedroom,Indoor,Dry
1992,Low-Impact Lime Wash Exterior Coating,37,Modern,Bedroom,Indoor,7,Cold,108,Rustic,Kitchen,Indoor,Cold
1993,Herbal Vegetable Garden Kits,22,Modern,Garden,Outdoor,5,Dry,55,Rustic,Dining Room,Indoor,Humid
1994,Sustainable Wool Insulation,57,Rustic,Living Room,Indoor,10,Cold,78,Rustic,Kitchen,Indoor,Dry
1995,Low VOC Paints for Walls,34,Modern,Kitchen,Indoor,6,Humid,62,Rustic,Bedroom,Indoor,Humid
1996,Reclaimed metal roofing panels,13,Rustic,Garden,Outdoor,7,Dry,57,Traditional,Kitchen,Indoor,Cold
1997,Eco-friendly Cork Wall Tiles,17,Modern,Bathroom,Indoor,5,Cold,57,Rustic,Bathroom,Indoor,Dry
1998,Eco-Friendly Insulation Batts,28,Rustic,Bathroom,Indoor,5,Humid,53,Modern,Kitchen,Indoor,Humid
1999,Vegetable-Based Sealants,395,Traditional,Kitchen,Indoor,7,Dry,469,Traditional,Living Room,Indoor,Cold
2000,Natural latex paint,47,Modern,Bedroom,Indoor,6,Cold,158,Traditional,Bedroom,Indoor,Humid
2001,LED Recessed Ceiling Lights,63,Modern,Dining Room,Indoor,9,Humid,105,Traditional,Kitchen,Indoor,Cold
2002,Soy-Based Insulation Boards,61,Rustic,Kitchen,Indoor,6,Cold,98,Modern,Living Room,Indoor,Humid
2003,Natural Wool Carpets,99,Rustic,Bedroom,Indoor,5,Dry,214,Rustic,Bedroom,Indoor,Cold
2004,Upcycled wooden furniture repurposed from pallets,77,Traditional,Kitchen,Indoor,10,Humid,103,Modern,Garden,Outdoor,Humid
2005,Plant-based Insulation Panels,45,Traditional,Patio,Outdoor,7,Cold,132,Rustic,Living Room,Indoor,Dry
2006,Salvaged Metal Roofing Sheets,40,Modern,Patio,Outdoor,6,Cold,66,Modern,Living Room,Indoor,Humid
2007,Bamboo Reed Insulation Panels,45,Rustic,Kitchen,Indoor,6,Cold,108,Traditional,Living Room,Indoor,Humid
2008,Natural latex roofing membranes,15,Rustic,Patio,Outdoor,7,Humid,52,Traditional,Bedroom,Indoor,Dry
2009,Reclaimed Brick Garden Path,27,Traditional,Garden,Outdoor,7,Cold,51,Modern,Bathroom,Indoor,Dry
2010,Reclaimed Hardwood Flooring,54,Modern,Kitchen,Indoor,10,Dry,134,Modern,Bedroom,Indoor,Humid
2011,Reused ceramic tile mosaics,64,Modern,Bathroom,Indoor,8,Dry,89,Traditional,Kitchen,Indoor,Dry
2012,Organic cotton window curtains,215,Traditional,Kitchen,Indoor,5,Cold,325,Traditional,Kitchen,Indoor,Dry
2013,Low-VOC Paints and Coatings,45,Traditional,Bedroom,Indoor,6,Dry,98,Modern,Living Room,Indoor,Humid
2014,Recycled plastic compost bins,59,Modern,Kitchen,Indoor,4,Dry,150,Rustic,Patio,Outdoor,Humid
2015,Solar Ventilation Fans,31,Modern,Bathroom,Indoor,7,Humid,89,Rustic,Garden,Outdoor,Humid
2016,Organic Cotton Kitchen Towels,232,Modern,Kitchen,Indoor,4,Dry,654,Rustic,Garden,Outdoor,Humid
2017,Recycled Plastic Deck Tiles,50,Traditional,Bathroom,Indoor,5,Cold,125,Modern,Living Room,Indoor,Humid
2018,Low-VOC natural paint,22,Rustic,Bathroom,Indoor,7,Dry,57,Rustic,Patio,Outdoor,Dry
2019,Wool Fiber Carpet,363,Traditional,Bedroom,Indoor,8,Cold,631,Traditional,Dining Room,Indoor,Humid
2020,Upcycled Wooden Coffee Table,331,Rustic,Kitchen,Indoor,9,Dry,538,Modern,Bedroom,Indoor,Humid
2021,Bamboo countertop overlays,51,Modern,Bathroom,Indoor,8,Dry,71,Modern,Garden,Outdoor,Humid
2022,Recycled plastic storage bins,437,Traditional,Living Room,Indoor,7,Humid,623,Rustic,Bedroom,Indoor,Dry
2023,Plant-Based Insulation Sheets,32,Traditional,Kitchen,Indoor,7,Cold,65,Traditional,Living Room,Indoor,Dry
2024,Handmade Recycled Metal Garden Borders,16,Modern,Garden,Outdoor,8,Dry,52,Traditional,Bathroom,Indoor,Dry
2025,Linen Upholstery Fabric,24,Traditional,Kitchen,Indoor,8,Dry,65,Modern,Bedroom,Indoor,Humid
2026,Recycled plastic storage bins,421,Traditional,Living Room,Indoor,7,Cold,722,Rustic,Bathroom,Indoor,Humid
2027,Eco-Friendly Insulation Panels,24,Modern,Garden,Outdoor,6,Cold,63,Traditional,Dining Room,Indoor,Cold
2028,Organic cotton insulating panels,60,Modern,Garden,Outdoor,8,Dry,87,Traditional,Bathroom,Indoor,Humid
2029,Sustainable bamboo cabinetry,66,Modern,Bathroom,Indoor,10,Cold,114,Rustic,Kitchen,Indoor,Humid
2030,Recycled glass bottle chandeliers,64,Rustic,Dining Room,Indoor,9,Cold,82,Traditional,Patio,Outdoor,Humid
2031,Eco-friendly hemp insulation,56,Modern,Bedroom,Indoor,8,Dry,160,Rustic,Bathroom,Indoor,Dry
2032,Biodegradable Insulation Sheets,64,Traditional,Kitchen,Indoor,10,Dry,106,Modern,Garden,Outdoor,Humid
2033,Compressed Straw Wall Panels,41,Modern,Garden,Outdoor,9,Humid,98,Traditional,Garden,Outdoor,Dry
2034,LED Energy-efficient Light Bulbs,50,Rustic,Patio,Outdoor,7,Humid,61,Modern,Living Room,Indoor,Humid
2035,Eco-friendly hemp ceiling fans,255,Modern,Kitchen,Indoor,7,Cold,272,Traditional,Kitchen,Indoor,Dry
2036,Castor Oil-Based Wood Finish,37,Modern,Patio,Outdoor,4,Humid,61,Rustic,Dining Room,Indoor,Cold
2037,Upcycled metal wall art,138,Rustic,Bathroom,Indoor,6,Humid,188,Modern,Bathroom,Indoor,Cold
2038,Solar-powered LED string lights,29,Traditional,Living Room,Indoor,5,Dry,51,Traditional,Bedroom,Indoor,Dry
2039,Recycled Glass Solar Garden Lights,11,Modern,Patio,Outdoor,5,Cold,55,Modern,Garden,Outdoor,Humid
2040,Sustainable Cork Window Shades,32,Traditional,Kitchen,Indoor,8,Cold,83,Modern,Garden,Outdoor,Cold
2041,Biodegradable Cork Flooring,42,Rustic,Garden,Outdoor,8,Dry,110,Rustic,Garden,Outdoor,Dry
2042,Bamboo Composite Vanity Top,24,Modern,Bathroom,Indoor,10,Humid,57,Modern,Garden,Outdoor,Cold
2043,Recycled plastic composite decking,80,Modern,Patio,Outdoor,9,Humid,244,Traditional,Kitchen,Indoor,Humid
2044,Solar-powered outdoor lights,85,Traditional,Garden,Outdoor,5,Humid,258,Rustic,Kitchen,Indoor,Cold
2045,Wool fiber acoustic panels,32,Modern,Bedroom,Indoor,8,Dry,58,Modern,Kitchen,Indoor,Cold
2046,Organic hemp insulation,29,Traditional,Living Room,Indoor,6,Humid,58,Modern,Living Room,Indoor,Dry
2047,Organic wool area rugs,228,Modern,Bedroom,Indoor,7,Cold,468,Modern,Patio,Outdoor,Humid
2048,Organic bamboo flooring tiles,33,Traditional,Dining Room,Indoor,8,Dry,71,Rustic,Bedroom,Indoor,Humid
2049,Compostable Bamboo Utensil Sets,187,Modern,Kitchen,Indoor,6,Humid,270,Modern,Bedroom,Indoor,Dry
2050,Cork wall panels for insulation,39,Modern,Kitchen,Indoor,8,Humid,125,Modern,Bedroom,Indoor,Humid
2051,Cork flooring planks,26,Modern,Living Room,Indoor,5,Humid,59,Traditional,Living Room,Indoor,Cold
2052,Plant-Based Non-Toxic Paints,47,Modern,Dining Room,Indoor,6,Humid,115,Rustic,Garden,Outdoor,Dry
2053,Organic cotton bedding,306,Traditional,Bedroom,Indoor,7,Humid,509,Rustic,Bedroom,Indoor,Humid
2054,Handmade hemp curtains,216,Traditional,Bedroom,Indoor,6,Humid,278,Traditional,Garden,Outdoor,Cold
2055,Compostable Biodegradable Flooring,58,Modern,Dining Room,Indoor,5,Dry,92,Traditional,Living Room,Indoor,Humid
2056,Low-Flow Organic Cotton Shower Curtains,339,Traditional,Bedroom,Indoor,6,Humid,407,Modern,Bathroom,Indoor,Humid
2057,Solar-Powered Garden Fountain,11,Traditional,Garden,Outdoor,8,Cold,59,Rustic,Bedroom,Indoor,Cold
2058,LED Solar Garden Lights,6,Traditional,Garden,Outdoor,8,Humid,58,Rustic,Dining Room,Indoor,Humid
2059,Organic Wool Insulation Roll,46,Rustic,Living Room,Indoor,7,Cold,78,Traditional,Dining Room,Indoor,Dry
2060,Sustainable Wool Carpet Squares,279,Rustic,Dining Room,Indoor,9,Cold,453,Modern,Garden,Outdoor,Dry
2061,Compostable plant-based kitchenware,451,Modern,Dining Room,Indoor,7,Cold,1650,Rustic,Living Room,Indoor,Cold
2062,Organic cotton window treatments,104,Modern,Living Room,Indoor,8,Dry,237,Traditional,Kitchen,Indoor,Dry
2063,Compostable Kitchen Utensils,104,Modern,Garden,Outdoor,6,Dry,163,Modern,Bedroom,Indoor,Humid
2064,Biodegradable Paints,37,Modern,Kitchen,Indoor,8,Dry,65,Rustic,Bathroom,Indoor,Dry
2065,Upcycled glass tile backsplash,49,Modern,Kitchen,Indoor,6,Cold,88,Rustic,Patio,Outdoor,Humid
2066,Reclaimed Wooden Pallet Garden Edging,17,Modern,Garden,Outdoor,6,Cold,51,Rustic,Living Room,Indoor,Cold
2067,Eco-friendly Cork Wall Tiles,13,Rustic,Bathroom,Indoor,8,Dry,60,Rustic,Kitchen,Indoor,Humid
2068,Biodegradable Adhesives,41,Rustic,Kitchen,Indoor,8,Dry,76,Rustic,Patio,Outdoor,Cold
2069,Upcycled glass tile backsplash,43,Traditional,Bathroom,Indoor,7,Humid,59,Rustic,Kitchen,Indoor,Dry
2070,Upcycled Glass Bottle Pendant Lighting,78,Modern,Patio,Outdoor,10,Cold,167,Modern,Bedroom,Indoor,Humid
2071,Solar-Powered Outdoor Garden Lights,13,Rustic,Garden,Outdoor,4,Dry,57,Traditional,Bathroom,Indoor,Cold
2072,Compostable Kitchen Compost Bin,107,Modern,Living Room,Indoor,7,Cold,176,Traditional,Dining Room,Indoor,Humid
2073,Biodegradable Cork Floor Tiles,48,Modern,Bedroom,Indoor,6,Dry,117,Traditional,Kitchen,Indoor,Dry
2074,Natural Linen Throw Pillow Covers,18,Traditional,Bedroom,Indoor,7,Cold,55,Modern,Patio,Outdoor,Cold
2075,Bamboo wall paneling,52,Modern,Patio,Outdoor,7,Dry,109,Modern,Bathroom,Indoor,Humid
2076,Compostable Biodegradable Kitchen Countertops,50,Rustic,Bathroom,Indoor,7,Humid,50,Traditional,Bathroom,Indoor,Humid
2077,Eco-Friendly Paint Made from Natural Soaps,24,Traditional,Bathroom,Indoor,6,Humid,55,Traditional,Living Room,Indoor,Cold
2078,Wool and cotton blend bedding,449,Traditional,Bedroom,Indoor,5,Cold,731,Traditional,Bathroom,Indoor,Dry
2079,Upcycled Wooden Pallet Coffee Table,105,Modern,Kitchen,Indoor,8,Humid,339,Rustic,Dining Room,Indoor,Humid
2080,Low-Flow Organic Cotton Shower Curtains,260,Traditional,Bathroom,Indoor,5,Humid,525,Traditional,Bedroom,Indoor,Dry
2081,Compostable Bamboo Utensils for Home Use,296,Rustic,Living Room,Indoor,9,Humid,298,Rustic,Dining Room,Indoor,Humid
2082,Natural Clay Plaster Finish,47,Modern,Dining Room,Indoor,8,Dry,56,Modern,Patio,Outdoor,Dry
2083,Upcycled steel shelving units,35,Modern,Bathroom,Indoor,10,Cold,54,Modern,Living Room,Indoor,Humid
2084,Bamboo Wall Panels,48,Rustic,Bedroom,Indoor,9,Humid,96,Modern,Garden,Outdoor,Dry
2085,Recycled Denim Insulation Panels,55,Traditional,Kitchen,Indoor,7,Cold,84,Modern,Garden,Outdoor,Cold
2086,Reclaimed Tin Ceiling Tiles,39,Modern,Bathroom,Indoor,5,Cold,100,Modern,Living Room,Indoor,Humid
2087,Bioplastic Plant Pots,22,Modern,Kitchen,Indoor,6,Cold,52,Rustic,Garden,Outdoor,Dry
2088,Reclaimed Metal Roofing Tiles,28,Traditional,Kitchen,Indoor,10,Dry,77,Modern,Bedroom,Indoor,Humid
2089,Smart Thermostat Control Panel Sticker or Decal,9,Modern,Bedroom,Indoor,5,Cold,57,Modern,Patio,Outdoor,Cold
2090,Organic Wool Insulation,29,Traditional,Kitchen,Indoor,10,Cold,64,Traditional,Dining Room,Indoor,Humid
2091,Low-VOC Natural Paints,17,Rustic,Living Room,Indoor,8,Cold,59,Traditional,Living Room,Indoor,Humid
2092,Biodegradable Wall Panels,31,Rustic,Living Room,Indoor,6,Cold,76,Traditional,Bathroom,Indoor,Cold
2093,Wool Insulation Panels,52,Rustic,Patio,Outdoor,7,Dry,119,Traditional,Dining Room,Indoor,Humid
2094,Organic Wool Area Rugs,137,Traditional,Bedroom,Indoor,8,Cold,179,Traditional,Kitchen,Indoor,Dry
2095,Seed-Embedded Paints,11,Traditional,Bathroom,Indoor,7,Cold,52,Traditional,Bathroom,Indoor,Cold
2096,Compostable Biodegradable Kitchen Countertops,19,Rustic,Dining Room,Indoor,6,Cold,57,Rustic,Dining Room,Indoor,Humid
2097,Recycled Metal Roofing Sheets,15,Rustic,Patio,Outdoor,7,Humid,55,Rustic,Kitchen,Indoor,Dry
2098,Organic Wool Blinds,391,Rustic,Bedroom,Indoor,5,Dry,832,Traditional,Dining Room,Indoor,Humid
2099,Bamboo Countertops,52,Modern,Bathroom,Indoor,7,Humid,100,Modern,Living Room,Indoor,Humid
2100,Handmade Hemp Area Rugs,303,Modern,Living Room,Indoor,8,Cold,345,Rustic,Bathroom,Indoor,Dry
2101,Compostable plant-based flooring,11,Rustic,Garden,Outdoor,5,Cold,57,Rustic,Patio,Outdoor,Cold
2102,Upcycled Pallet Furniture Kit,30,Rustic,Patio,Outdoor,6,Humid,56,Modern,Kitchen,Indoor,Dry
2103,Energy-Efficient LED Bulb Sets,57,Modern,Patio,Outdoor,7,Dry,85,Rustic,Living Room,Indoor,Cold
2104,Biodegradable Insulation Panels,26,Traditional,Garden,Outdoor,6,Humid,56,Rustic,Garden,Outdoor,Cold
2105,Bamboo Flooring Sheets,26,Modern,Bedroom,Indoor,7,Cold,57,Modern,Garden,Outdoor,Humid
2106,Low-VOC interior paint,45,Modern,Bathroom,Indoor,5,Humid,119,Modern,Bathroom,Indoor,Cold
2107,Reclaimed Wood Flooring Panels,32,Rustic,Dining Room,Indoor,9,Humid,89,Modern,Bathroom,Indoor,Cold
2108,Upcycled Glass Solar Lanterns,89,Rustic,Patio,Outdoor,8,Cold,101,Modern,Living Room,Indoor,Humid
2109,Soy-Based Eco Paint,26,Rustic,Kitchen,Indoor,7,Humid,60,Traditional,Living Room,Indoor,Humid
2110,Solar Hot Water Heater,41,Modern,Dining Room,Indoor,7,Cold,82,Traditional,Living Room,Indoor,Dry
2111,Sustainable Bamboo Window Blinds,34,Rustic,Dining Room,Indoor,7,Humid,54,Modern,Living Room,Indoor,Humid
2112,Low-VOC paint in natural hues,54,Rustic,Bathroom,Indoor,6,Dry,71,Modern,Kitchen,Indoor,Humid
2113,Energy-Efficient LED Bulb Fixtures,131,Traditional,Kitchen,Indoor,4,Humid,160,Modern,Bedroom,Indoor,Dry
2114,Organic Cotton Area Rugs,391,Modern,Bedroom,Indoor,6,Humid,779,Modern,Garden,Outdoor,Humid
2115,Eco-friendly paint made from natural ingredients,42,Modern,Kitchen,Indoor,8,Humid,50,Modern,Bedroom,Indoor,Dry
2116,Compostable Plant-Based Cleaning Brushes,378,Rustic,Kitchen,Indoor,8,Dry,415,Rustic,Garden,Outdoor,Cold
2117,Linen Hemp Curtains,302,Modern,Bedroom,Indoor,7,Dry,751,Modern,Bedroom,Indoor,Dry
2118,Eco-Friendly Insulation Panels,14,Traditional,Bedroom,Indoor,4,Humid,58,Traditional,Bathroom,Indoor,Dry
2119,Natural Wool Carpet,112,Traditional,Bedroom,Indoor,8,Humid,252,Rustic,Patio,Outdoor,Dry
2120,Bioplastic Water Bottles for Gardening,12,Rustic,Garden,Outdoor,4,Cold,59,Modern,Dining Room,Indoor,Dry
2121,Solar-Powered Outdoor Fountain,69,Traditional,Garden,Outdoor,8,Humid,86,Rustic,Bedroom,Indoor,Dry
2122,Recycled Paper Ceiling Tiles,22,Rustic,Bathroom,Indoor,7,Cold,78,Modern,Living Room,Indoor,Humid
2123,Organic bamboo flooring tiles,31,Modern,Garden,Outdoor,8,Dry,99,Traditional,Dining Room,Indoor,Dry
2124,Compostable Bamboo Cookware Set,88,Traditional,Patio,Outdoor,8,Dry,92,Modern,Bathroom,Indoor,Dry
2125,Biodegradable Carpet Tiles,26,Modern,Dining Room,Indoor,7,Cold,62,Modern,Living Room,Indoor,Humid
2126,Recycled Steel Roof Shingles,50,Rustic,Patio,Outdoor,6,Humid,52,Rustic,Bedroom,Indoor,Humid
2127,Earth-toned natural paints,54,Traditional,Living Room,Indoor,9,Humid,61,Modern,Bathroom,Indoor,Humid
2128,Upcycled Metal Backsplash,40,Modern,Kitchen,Indoor,6,Humid,107,Modern,Living Room,Indoor,Humid
2129,Coconut Coir Mulch Mats,43,Traditional,Garden,Outdoor,7,Humid,117,Modern,Patio,Outdoor,Dry
2130,Water-saving rain barrels,15,Modern,Patio,Outdoor,9,Dry,55,Traditional,Living Room,Indoor,Dry
2131,Biodegradable paintable wallpaper,170,Rustic,Kitchen,Indoor,7,Humid,217,Modern,Dining Room,Indoor,Dry
2132,Indoor Plant in Clay Pot,26,Traditional,Bedroom,Indoor,7,Humid,64,Modern,Garden,Outdoor,Cold
2133,Traditional Ceramic Soap or Toothbrush Holder Set,38,Traditional,Bathroom,Indoor,6,Dry,57,Modern,Kitchen,Indoor,Cold
2134,Eco-Friendly Bamboo Blinds,120,Modern,Living Room,Indoor,9,Humid,150,Modern,Living Room,Indoor,Cold
2135,Reclaimed Wood Coffee Table,250,Rustic,Living Room,Indoor,8,Cold,300,Rustic,Living Room,Indoor,Humid
2136,Solar-Powered LED Path Lights,80,Modern,Garden,Outdoor,7,Dry,100,Modern,Garden,Outdoor,Humid
2137,Anti-Slip Bathroom Tiles,90,Traditional,Bathroom,Indoor,6,Humid,100,Traditional,Bathroom,Indoor,Humid
2138,Organic Cotton Bed Sheets,60,Rustic,Bedroom,Indoor,8,Cold,70,Rustic,Bedroom,Indoor,Cold
2139,Weatherproof Patio Furniture Set,320,Modern,Patio,Outdoor,7,Dry,400,Modern,Patio,Outdoor,Cold
2140,Rustic Garden Water Fountain,200,Rustic,Garden,Outdoor,6,Humid,250,Rustic,Garden,Outdoor,Cold
2141,Energy-Efficient Kitchen LED Lights,140,Modern,Kitchen,Indoor,9,Dry,160,Modern,Kitchen,Indoor,Cold
2142,Vintage Style Bathroom Vanity,370,Traditional,Bathroom,Indoor,5,Humid,450,Traditional,Bathroom,Indoor,Humid
2143,Hemp Rope Garden Edging,50,Rustic,Garden,Outdoor,10,Humid,60,Rustic,Garden,Outdoor,Cold
2144,Non-Toxic Wall Paint for Living Room,110,Modern,Living Room,Indoor,9,Cold,130,Modern,Living Room,Indoor,Humid
2145,Classic Linen Tablecloth for Dining Room,55,Traditional,Dining Room,Indoor,7,Dry,70,Traditional,Dining Room,Indoor,Humid
2146,Rustic Outdoor Fire Pit,480,Rustic,Patio,Outdoor,6,Cold,500,Rustic,Patio,Outdoor,Cold
2147,Modern Kitchen Faucet,210,Modern,Kitchen,Indoor,8,Dry,250,Modern,Kitchen,Indoor,Dry
2148,Traditional Bathtub with Clawfoot Design,490,Traditional,Bathroom,Indoor,4,Humid,500,Traditional,Bathroom,Indoor,Cold
2149,Weather-Resistant Outdoor Rug,130,Modern,Patio,Outdoor,6,Dry,150,Modern,Patio,Outdoor,Cold
2150,Insulated Bathroom Mirror with LED Lighting,160,Modern,Bathroom,Indoor,7,Humid,180,Modern,Bathroom,Indoor,Dry
2151,Reclaimed Wood Coffee Table,120,Rustic,Living Room,Indoor,8,Humid,200,Rustic,Living Room,Indoor,Cold
2152,Eco-Friendly Bamboo Blinds,80,Modern,Bedroom,Indoor,9,Dry,150,Modern,Kitchen,Indoor,Dry
2153,Solar-Powered LED Lighting,150,Modern,Patio,Outdoor,7,Dry,250,Modern,Patio,Outdoor,Cold
2154,Vintage Ceramic Sinks,200,Traditional,Bathroom,Indoor,6,Humid,300,Traditional,Bathroom,Indoor,Cold
